Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria:),Custom field (Actual end),Custom field (Actual start),Custom field (Affected services),Custom field (Amount),Custom field (Approvals),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Audience),Custom field (Campaign assets),Custom field (Campaign goals),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Comments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Design file),Custom field (Designs ready),Custom field (Designs ready),Custom field (Details),Custom field (Development),Custom field (Documents),Custom field (Documents),Custom field (Effort),Custom field (Effort),Custom field (Environment),Custom field (Environment),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Error Handling),Custom field (Error Handling),Custom field (Error Handling),Custom field (Error Handling),Custom field (Focus Areas),Custom field (Format),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Impact),Custom field (Insights),Custom field (Issue color),Custom field (Linked items),Custom field (Locked forms),Custom field (Open forms),Custom field (Pending reason),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project start),Custom field (Project target),Custom field (Project target),Custom field (Rank),Custom field (Related projects),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Roadmap),Custom field (Roadmap),Satisfaction rating,Custom field (Satisfaction date),Custom field (Score),Custom field (Score),Custom field (Sentiment),Custom field (Start date),Custom field (State),Custom field (State),Custom field (Steps to reproduce),Custom field (Steps to reproduce),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Type),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Receive Booking Status Change Notification,DAN-55,10667,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"notifications,agent","User Story:
As an agent, I want to receive notifications when booking status changes, so that I can stay informed without checking manually.

Acceptance Criteria:
1. Given booking status changes, when notification rules are evaluated, then the agent receives a status-change alert.
2. Given multiple status events occur, when I review notifications, then each event is represented once.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f8a1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001zj:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10631,DAN-19,Messaging & Notifications,To Do,27/Apr/26 7:23 PM
Trigger Email Notifications for Booking Events,DAN-56,10668,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"notifications,email","User Story:
As an operations manager, I want to trigger email notifications for booking events, so that I can keep communication consistent and auditable.

Acceptance Criteria:
1. Given a configured booking event occurs, when notification logic executes, then an email is queued to the intended recipient.
2. Given email delivery succeeds, when event logs are reviewed, then the notification outcome is recorded.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69805100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001zr:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10631,DAN-19,Messaging & Notifications,To Do,27/Apr/26 7:23 PM
Manage Service Catalogue,DAN-57,10669,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"services,admin","User Story:
As an admin, I want to manage the service catalogue, so that I can keep available offerings current.

Acceptance Criteria:
1. Given admin access is granted, when I create or edit a service, then the catalogue updates successfully.
2. Given a service is deactivated, when agents create bookings, then the inactive service cannot be selected.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@62ef71e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001zz:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10632,DAN-20,"Services, Packages & Pricing Rules",To Do,27/Apr/26 7:23 PM
Configure Service Packages,DAN-58,10670,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"services,packages,admin","User Story:
As an admin, I want to configure service packages, so that I can sell bundled offerings consistently.

Acceptance Criteria:
1. Given package settings are available, when I define package contents, then package selections persist.
2. Given an agent selects a package, when booking summary is shown, then included services are clearly listed.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@162b9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00207:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10632,DAN-20,"Services, Packages & Pricing Rules",To Do,27/Apr/26 7:23 PM
Apply Special Agent Pricing,DAN-59,10671,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"pricing,admin","User Story:
As an admin, I want to apply special pricing rules for selected agents, so that I can honor negotiated pricing.

Acceptance Criteria:
1. Given an agent has a special pricing profile, when they select a service, then the configured special price is applied.
2. Given no special pricing is configured, when an agent books a service, then standard pricing is used.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@75a894b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0020f:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10632,DAN-20,"Services, Packages & Pricing Rules",To Do,27/Apr/26 7:23 PM
Display Pricing Breakdown,DAN-60,10672,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"pricing,agent","User Story:
As an agent, I want to see a pricing breakdown before submission, so that I can verify expected costs.

Acceptance Criteria:
1. Given a service or package is selected, when I view booking summary, then line-item pricing is displayed.
2. Given pricing rules change, when I refresh the booking summary, then updated pricing is reflected.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3efa953e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0020n:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10632,DAN-20,"Services, Packages & Pricing Rules",To Do,27/Apr/26 7:23 PM
Upload Floor Plan File,DAN-61,10673,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"integration,barfoot,floor-plan","User Story:
As an admin user, I want to upload a floor plan image file, so that I can prepare listing media for publication.

Acceptance Criteria:
1. Given I am on the floor plan upload screen, when I upload a valid JPEG file, then the file is stored and marked ready for mapping.
2. Given I upload an unsupported file type, when validation runs, then upload is rejected with a clear error.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e17b8d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0020v:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10633,DAN-21,Floor Plan Upload & Barfoot Integration,To Do,27/Apr/26 7:23 PM
Enter Barfoot Listing ID,DAN-62,10674,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"integration,barfoot,floor-plan","User Story:
As an admin user, I want to enter a Barfoot listing ID for an uploaded floor plan, so that I can map the media to the correct listing.

Acceptance Criteria:
1. Given a floor plan upload exists, when I enter a valid listing ID, then the system associates the floor plan with that listing reference.
2. Given the listing ID format is invalid, when I submit the mapping form, then I receive validation feedback.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1971dab4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00213:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10633,DAN-21,Floor Plan Upload & Barfoot Integration,To Do,27/Apr/26 7:23 PM
Push Floor Plan to Barfoot Listing,DAN-63,10675,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"integration,barfoot,floor-plan","User Story:
As an admin user, I want to push a mapped floor plan to a Barfoot listing, so that I can publish the floor plan into the listing media tabs.

Acceptance Criteria:
1. Given a floor plan is mapped to a valid listing ID, when I trigger push to listing, then the integration sends the floor plan to Barfoot successfully.
2. Given push succeeds, when I review integration logs, then I can see a success response recorded.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b0c2c69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0021b:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10633,DAN-21,Floor Plan Upload & Barfoot Integration,To Do,27/Apr/26 7:23 PM
Replace Existing Floor Plan,DAN-64,10676,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:36 PM,27/Apr/26 9:36 PM,,,0,"integration,barfoot,floor-plan","User Story:
As an admin user, I want to replace an existing floor plan for a listing, so that I can correct outdated or incorrect floor plan media.

Acceptance Criteria:
1. Given a listing already has a floor plan, when I upload a replacement and push again, then the listing shows the updated floor plan.
2. Given replacement fails, when I review the push result, then an actionable error message is shown.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d6ccded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0021j:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10633,DAN-21,Floor Plan Upload & Barfoot Integration,To Do,27/Apr/26 7:23 PM
Validate Barfoot Integration Access & Testing,DAN-65,10677,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"integration,barfoot,testing","User Story:
As a technical administrator, I want to validate API access and integration tests with Barfoot, so that I can confirm only authorized publishing actions are permitted.

Acceptance Criteria:
1. Given integration credentials are configured, when connection validation runs, then authorized access status is returned.
2. Given test payloads are submitted, when integration tests execute, then expected responses are logged for pass or fail outcomes.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10fa017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0021r:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10633,DAN-21,Floor Plan Upload & Barfoot Integration,To Do,27/Apr/26 7:23 PM
Discover Ubookr Integration Requirements,DAN-66,10678,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"integration,ubookr,discovery","User Story:
As a product owner, I want to assess Ubookr integration requirements, so that I can decide the scope and priority of external booking sync.

Acceptance Criteria:
1. Given discovery activities are completed, when I review findings, then integration feasibility, constraints, and dependencies are documented.
2. Given scope planning is underway, when optional integrations are reviewed, then Ubookr work is clearly marked as optional phase.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67a8671c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0021z:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10634,DAN-22,Ubookr Third-Party Integration,To Do,27/Apr/26 7:23 PM
Sync Booking Data with Ubookr,DAN-67,10679,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"integration,ubookr","User Story:
As an operations administrator, I want to sync booking data with Ubookr, so that I can reflect external booking changes without manual re-entry.

Acceptance Criteria:
1. Given sync configuration is active, when eligible booking data changes, then updates are sent to Ubookr.
2. Given sync succeeds, when audit logs are inspected, then each synced event includes timestamp and status.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ebe9133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00227:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10634,DAN-22,Ubookr Third-Party Integration,To Do,27/Apr/26 7:23 PM
Handle Ubookr Integration Errors,DAN-68,10680,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"integration,ubookr","User Story:
As a support administrator, I want to capture and surface integration errors, so that I can resolve sync failures quickly.

Acceptance Criteria:
1. Given an external sync call fails, when error handling executes, then failure reason and retry status are logged.
2. Given unresolved failures exist, when I review integration health, then failed items are visible for manual follow-up.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4043320a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0022f:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10634,DAN-22,Ubookr Third-Party Integration,To Do,27/Apr/26 7:23 PM
Execute Functional & Device Testing,DAN-69,10681,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"qa,testing","User Story:
As a QA engineer, I want to run functional and device testing, so that I can validate system behavior before release.

Acceptance Criteria:
1. Given test plans are defined, when I execute functional tests, then pass and fail outcomes are recorded.
2. Given target devices are available, when device tests run, then compatibility results are captured for release review.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2e7b02ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0022n:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10635,DAN-23,"QA, UAT & Release Readiness",To Do,27/Apr/26 7:23 PM
Remediate QA & UAT Defects,DAN-70,10682,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"qa,defects","User Story:
As a developer, I want to remediate validated defects from QA and UAT, so that I can improve release quality.

Acceptance Criteria:
1. Given defects are prioritized, when fixes are implemented, then issue statuses move to resolved with verification evidence.
2. Given a defect is fixed, when regression checks run, then impacted workflows continue to behave as expected.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6580068e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0022v:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10635,DAN-23,"QA, UAT & Release Readiness",To Do,27/Apr/26 7:23 PM
Run User Acceptance Testing,DAN-71,10683,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"qa,uat","User Story:
As a business stakeholder, I want to perform user acceptance testing, so that I can confirm the product meets agreed requirements.

Acceptance Criteria:
1. Given UAT scenarios are prepared, when stakeholders execute tests, then acceptance outcomes are documented.
2. Given blocking issues are found, when UAT concludes, then release readiness is marked pending until resolution.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fe9fb7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00233:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10635,DAN-23,"QA, UAT & Release Readiness",To Do,27/Apr/26 7:23 PM
Complete Release Readiness Checklist,DAN-72,10684,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:38 PM,27/Apr/26 9:38 PM,,,0,"qa,release","User Story:
As a release manager, I want to complete a release readiness checklist, so that I can ensure launch prerequisites are met.

Acceptance Criteria:
1. Given QA and UAT activities are complete, when I review the checklist, then all required approvals and artifacts are present.
2. Given any required item is missing, when checklist validation runs, then release is blocked with clear remediation actions.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@113da16e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0023b:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10635,DAN-23,"QA, UAT & Release Readiness",To Do,27/Apr/26 7:23 PM
Deploy to Production,DAN-73,10685,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:37 PM,,,0,"deployment,launch","User Story:
As a DevOps engineer, I want to deploy the application to production, so that I can make the live platform available to end users.

Acceptance Criteria:
1. Given release approval is granted, when deployment executes, then production services are updated successfully.
2. Given deployment completes, when post-deploy checks run, then core workflows are operational.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4453422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0023j:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10636,DAN-24,Launch & Deployment,To Do,27/Apr/26 7:23 PM
Execute Go-Live Support,DAN-74,10686,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:37 PM,27/Apr/26 9:38 PM,,,0,"launch,support","User Story:
As a support lead, I want to provide go-live support and monitoring, so that I can stabilize the platform during launch.

Acceptance Criteria:
1. Given the application is live, when monitoring dashboards are observed, then incidents are identified promptly.
2. Given launch issues occur, when support triage is performed, then resolution actions are tracked to closure.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@788fdc8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0023r:,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,10636,DAN-24,Launch & Deployment,To Do,27/Apr/26 7:23 PM
Prepare Handover Documentation,DAN-75,10687,Story,To Do,DAN,danpics,software,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Your first project,Medium,,,,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,27/Apr/26 7:23 PM,27/Apr/26 9:38 PM,27/Apr/26 9:38 PM,,,0,"launch,documentation","User Story:
As a project manager, I want to provide handover documentation, so that I can enable operations teams to maintain the platform after launch.

Acceptance Criteria:
1. Given production deployment is complete, when handover docs are delivered, then support contacts, runbooks, and key procedures are included.
2. Given operations ownership transitions, when teams review documentation, then they can execute routine support tasks.",,Jamie Walker,712020:c1a18936-7c41-4504-b38f-e0d70bf5f939,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@fa7926c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0023z:,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,10636,DAN-24,Launch & Deployment,To Do,27/Apr/26 7:23 PM
